SOC,Skill,Importance
11-3071.00,Management of Material Resources,3.0
11-3071.00,Management of Personnel Resources,3.38
11-3071.04,Reading Comprehension,4.0
11-3071.04,Active Listening,4.0
11-3071.04,Writing,3.88
11-3071.04,Speaking,4.0
11-3071.04,Mathematics,3.0
11-3071.04,Science,1.12
11-3071.04,Critical Thinking,3.88
11-3071.04,Active Learning,3.75
11-3071.04,Learning Strategies,3.0
11-3071.04,Monitoring,4.0
11-3071.04,Social Perceptiveness,3.75
11-3071.04,Coordination,4.0
11-3071.04,Persuasion,3.62
11-3071.04,Negotiation,3.75
11-3071.04,Instructing,3.12
11-3071.04,Service Orientation,3.12
11-3071.04,Complex Problem Solving,3.88
11-3071.04,Operations Analysis,2.5
11-3071.04,Technology Design,2.12
11-3071.04,Equipment Selection,1.0
11-3071.04,Installation,1.0
11-3071.04,Programming,1.62
11-3071.04,Operations Monitoring,2.25
11-3071.04,Operation and Control,1.0
11-3071.04,Equipment Maintenance,1.0
11-3071.04,Troubleshooting,1.62
11-3071.04,Repairing,1.0
11-3071.04,Quality Control Analysis,2.0
11-3071.04,Judgment and Decision Making,4.0
11-3071.04,Systems Analysis,3.75
11-3071.04,Systems Evaluation,3.88
11-3071.04,Time Management,4.0
11-3071.04,Management of Financial Resources,2.88
11-3071.04,Management of Material Resources,3.75
11-3071.04,Management of Personnel Resources,3.25
11-3111.00,Reading Comprehension,4.0
11-3111.00,Active Listening,4.0
11-3111.00,Writing,4.0
11-3111.00,Speaking,4.0
11-3111.00,Mathematics,3.0
11-3111.00,Science,1.0
11-3111.00,Critical Thinking,3.88
11-3111.00,Active Learning,3.75
11-3111.00,Learning Strategies,3.0
11-3111.00,Monitoring,3.38
11-3111.00,Social Perceptiveness,3.5
11-3111.00,Coordination,3.12
11-3111.00,Persuasion,3.0
11-3111.00,Negotiation,3.12
11-3111.00,Instructing,3.0
11-3111.00,Service Orientation,3.12
11-3111.00,Complex Problem Solving,3.38
11-3111.00,Operations Analysis,2.75
11-3111.00,Technology Design,1.5
11-3111.00,Equipment Selection,1.0
11-3111.00,Installation,1.0
11-3111.00,Programming,1.75
11-3111.00,Operations Monitoring,1.5
11-3111.00,Operation and Control,1.0
11-3111.00,Equipment Maintenance,1.0
11-3111.00,Troubleshooting,1.0
11-3111.00,Repairing,1.0
11-3111.00,Quality Control Analysis,1.5
11-3111.00,Judgment and Decision Making,3.88
11-3111.00,Systems Analysis,3.25
11-3111.00,Systems Evaluation,3.25
11-3111.00,Time Management,3.62
11-3111.00,Management of Financial Resources,3.25
11-3111.00,Management of Material Resources,1.88
11-3111.00,Management of Personnel Resources,3.62
11-3121.00,Reading Comprehension,4.25
11-3121.00,Active Listening,4.38
11-3121.00,Writing,4.12
11-3121.00,Speaking,4.25
11-3121.00,Mathematics,3.0
11-3121.00,Science,1.5
11-3121.00,Critical Thinking,4.0
11-3121.00,Active Learning,4.0
11-3121.00,Learning Strategies,3.75
11-3121.00,Monitoring,4.0
11-3121.00,Social Perceptiveness,4.0
11-3121.00,Coordination,4.12
11-3121.00,Persuasion,3.75
11-3121.00,Negotiation,3.88
11-3121.00,Instructing,3.88
11-3121.00,Service Orientation,3.75
11-3121.00,Complex Problem Solving,4.0
11-3121.00,Operations Analysis,2.38
11-3121.00,Technology Design,1.5
11-3121.00,Equipment Selection,1.0
11-3121.00,Installation,1.0
11-3121.00,Programming,2.0
11-3121.00,Operations Monitoring,1.5
11-3121.00,Operation and Control,1.25
11-3121.00,Equipment Maintenance,1.0
11-3121.00,Troubleshooting,1.0
11-3121.00,Repairing,1.0
11-3121.00,Quality Control Analysis,1.62
11-3121.00,Judgment and Decision Making,4.0
11-3121.00,Systems Analysis,3.62
11-3121.00,Systems Evaluation,3.88
11-3121.00,Time Management,4.0
11-3121.00,Management of Financial Resources,3.12
11-3121.00,Management of Material Resources,2.38
11-3121.00,Management of Personnel Resources,4.25
11-3131.00,Reading Comprehension,4.0
11-3131.00,Active Listening,4.0
11-3131.00,Writing,3.88
11-3131.00,Speaking,4.0
11-3131.00,Mathematics,2.88
11-3131.00,Science,1.5
11-3131.00,Critical Thinking,3.75
11-3131.00,Active Learning,3.75
11-3131.00,Learning Strategies,4.25
11-3131.00,Monitoring,3.88
11-3131.00,Social Perceptiveness,3.88
11-3131.00,Coordination,3.88
11-3131.00,Persuasion,3.62
11-3131.00,Negotiation,3.0
11-3131.00,Instructing,4.0
11-3131.00,Service Orientation,3.62
11-3131.00,Complex Problem Solving,3.62
11-3131.00,Operations Analysis,3.0
11-3131.00,Technology Design,1.75
11-3131.00,Equipment Selection,1.0
11-3131.00,Installation,1.0
11-3131.00,Programming,1.5
11-3131.00,Operations Monitoring,1.75
11-3131.00,Operation and Control,1.0
11-3131.00,Equipment Maintenance,1.0
11-3131.00,Troubleshooting,1.0
11-3131.00,Repairing,1.0
11-3131.00,Quality Control Analysis,2.0
11-3131.00,Judgment and Decision Making,3.62
11-3131.00,Systems Analysis,3.12
11-3131.00,Systems Evaluation,3.25
11-3131.00,Time Management,3.5
11-3131.00,Management of Financial Resources,3.62
11-3131.00,Management of Material Resources,2.88
11-3131.00,Management of Personnel Resources,3.5
11-9013.00,Reading Comprehension,3.75
11-9013.00,Active Listening,3.88
11-9013.00,Writing,3.25
11-9013.00,Speaking,3.62
11-9013.00,Mathematics,2.88
11-9013.00,Science,2.62
11-9013.00,Critical Thinking,3.88
11-9013.00,Active Learning,3.38
11-9013.00,Learning Strategies,2.88
11-9013.00,Monitoring,3.38
11-9013.00,Social Perceptiveness,3.38
11-9013.00,Coordination,3.5
11-9013.00,Persuasion,3.12
11-9013.00,Negotiation,3.12
11-9013.00,Instructing,2.88
11-9013.00,Service Orientation,2.88
11-9013.00,Complex Problem Solving,3.62
11-9013.00,Operations Analysis,2.12
11-9013.00,Technology Design,1.88
11-9013.00,Equipment Selection,2.38
11-9013.00,Installation,1.0
11-9013.00,Programming,1.88
11-9013.00,Operations Monitoring,3.12
11-9013.00,Operation and Control,2.62
11-9013.00,Equipment Maintenance,2.5
11-9013.00,Troubleshooting,2.5
11-9013.00,Repairing,2.38
11-9013.00,Quality Control Analysis,2.88
11-9013.00,Judgment and Decision Making,3.5
11-9013.00,Systems Analysis,3.0
11-9013.00,Systems Evaluation,3.0
11-9013.00,Time Management,3.38
11-9013.00,Management of Financial Resources,3.0
11-9013.00,Management of Material Resources,2.88
11-9013.00,Management of Personnel Resources,3.62
11-9021.00,Reading Comprehension,3.88
11-9021.00,Active Listening,4.0
11-9021.00,Writing,3.75
11-9021.00,Speaking,3.88
11-9021.00,Mathematics,3.5
11-9021.00,Science,2.12
11-9021.00,Critical Thinking,4.0
11-9021.00,Active Learning,3.88
11-9021.00,Learning Strategies,3.12
11-9021.00,Monitoring,3.88
11-9021.00,Social Perceptiveness,3.5
11-9021.00,Coordination,4.0
11-9021.00,Persuasion,3.12
11-9021.00,Negotiation,3.88
11-9021.00,Instructing,3.12
11-9021.00,Service Orientation,3.12
11-9021.00,Complex Problem Solving,4.0
11-9021.00,Operations Analysis,3.0
11-9021.00,Technology Design,1.75
11-9021.00,Equipment Selection,1.62
11-9021.00,Installation,1.0
11-9021.00,Programming,1.5
11-9021.00,Operations Monitoring,2.75
11-9021.00,Operation and Control,2.0
11-9021.00,Equipment Maintenance,1.62
11-9021.00,Troubleshooting,2.25
11-9021.00,Repairing,1.62
11-9021.00,Quality Control Analysis,3.25
11-9021.00,Judgment and Decision Making,4.12
11-9021.00,Systems Analysis,3.62
11-9021.00,Systems Evaluation,3.5
11-9021.00,Time Management,4.0
11-9021.00,Management of Financial Resources,3.62
11-9021.00,Management of Material Resources,3.38
11-9021.00,Management of Personnel Resources,4.12
11-9031.00,Reading Comprehension,4.0
11-9031.00,Active Listening,4.0
11-9031.00,Writing,3.75
11-9031.00,Speaking,4.0
11-9031.00,Mathematics,2.88
11-9031.00,Science,1.5
11-9031.00,Critical Thinking,4.0
11-9031.00,Active Learning,3.5
11-9031.00,Learning Strategies,3.62
11-9031.00,Monitoring,4.0
11-9031.00,Social Perceptiveness,3.88
11-9031.00,Coordination,4.0
11-9031.00,Persuasion,3.38
11-9031.00,Negotiation,3.62
11-9031.00,Instructing,3.88
11-9031.00,Service Orientation,3.88
11-9031.00,Complex Problem Solving,3.88
11-9031.00,Operations Analysis,1.88
11-9031.00,Technology Design,1.62
11-9031.00,Equipment Selection,1.0
11-9031.00,Installation,1.0
11-9031.00,Programming,1.5
11-9031.00,Operations Monitoring,1.75
11-9031.00,Operation and Control,1.5
11-9031.00,Equipment Maintenance,1.0
11-9031.00,Troubleshooting,1.88
11-9031.00,Repairing,1.0
11-9031.00,Quality Control Analysis,2.0
11-9031.00,Judgment and Decision Making,3.88
11-9031.00,Systems Analysis,3.12
11-9031.00,Systems Evaluation,3.12
11-9031.00,Time Management,3.75
11-9031.00,Management of Financial Resources,3.12
11-9031.00,Management of Material Resources,3.12
11-9031.00,Management of Personnel Resources,3.75
11-9032.00,Reading Comprehension,4.5
11-9032.00,Active Listening,4.75
11-9032.00,Writing,4.5
11-9032.00,Speaking,4.88
11-9032.00,Mathematics,3.0
11-9032.00,Science,1.88
11-9032.00,Critical Thinking,4.5
11-9032.00,Active Learning,4.0
11-9032.00,Learning Strategies,4.62
11-9032.00,Monitoring,4.25
11-9032.00,Social Perceptiveness,4.25
11-9032.00,Coordination,4.0
11-9032.00,Persuasion,3.75
11-9032.00,Negotiation,4.0
11-9032.00,Instructing,4.0
11-9032.00,Service Orientation,3.88
11-9032.00,Complex Problem Solving,4.12
11-9032.00,Operations Analysis,2.75
11-9032.00,Technology Design,1.75
11-9032.00,Equipment Selection,1.12
11-9032.00,Installation,1.0
11-9032.00,Programming,1.62
11-9032.00,Operations Monitoring,2.0
11-9032.00,Operation and Control,1.38
11-9032.00,Equipment Maintenance,1.0
11-9032.00,Troubleshooting,1.62
11-9032.00,Repairing,1.0
11-9032.00,Quality Control Analysis,3.0
11-9032.00,Judgment and Decision Making,4.62
11-9032.00,Systems Analysis,3.75
11-9032.00,Systems Evaluation,4.12
11-9032.00,Time Management,3.88
11-9032.00,Management of Financial Resources,3.62
11-9032.00,Management of Material Resources,3.25
11-9032.00,Management of Personnel Resources,4.12
11-9033.00,Reading Comprehension,4.12
11-9033.00,Active Listening,4.0
11-9033.00,Writing,4.0
11-9033.00,Speaking,4.0
11-9033.00,Mathematics,2.88
11-9033.00,Science,1.5
11-9033.00,Critical Thinking,4.12
11-9033.00,Active Learning,3.88
11-9033.00,Learning Strategies,3.75
11-9033.00,Monitoring,4.0
11-9033.00,Social Perceptiveness,3.75
11-9033.00,Coordination,3.62
11-9033.00,Persuasion,3.62
11-9033.00,Negotiation,3.62
11-9033.00,Instructing,4.0
11-9033.00,Service Orientation,3.5
11-9033.00,Complex Problem Solving,3.88
11-9033.00,Operations Analysis,1.62
11-9033.00,Technology Design,1.62
11-9033.00,Equipment Selection,1.0
11-9033.00,Installation,1.0
11-9033.00,Programming,1.38
11-9033.00,Operations Monitoring,2.0
11-9033.00,Operation and Control,1.0
11-9033.00,Equipment Maintenance,1.0
11-9033.00,Troubleshooting,1.0
11-9033.00,Repairing,1.0
11-9033.00,Quality Control Analysis,1.38
11-9033.00,Judgment and Decision Making,3.88
11-9033.00,Systems Analysis,3.25
11-9033.00,Systems Evaluation,3.25
11-9033.00,Time Management,4.0
11-9033.00,Management of Financial Resources,3.12
11-9033.00,Management of Material Resources,2.88
11-9033.00,Management of Personnel Resources,3.75
11-9041.00,Reading Comprehension,4.12
11-9041.00,Active Listening,4.0
11-9041.00,Writing,4.0
11-9041.00,Speaking,4.0
11-9041.00,Mathematics,3.88
11-9041.00,Science,2.62
11-9041.00,Critical Thinking,3.88
11-9041.00,Active Learning,3.88
11-9041.00,Learning Strategies,3.25
11-9041.00,Monitoring,3.75
11-9041.00,Social Perceptiveness,3.5
11-9041.00,Coordination,3.75
11-9041.00,Persuasion,3.12
11-9041.00,Negotiation,3.12
11-9041.00,Instructing,3.25
11-9041.00,Service Orientation,3.25
11-9041.00,Complex Problem Solving,4.0
11-9041.00,Operations Analysis,2.38
11-9041.00,Technology Design,1.88
11-9041.00,Equipment Selection,1.0
11-9041.00,Installation,1.0
11-9041.00,Programming,1.88
11-9041.00,Operations Monitoring,2.5
11-9041.00,Operation and Control,1.5
11-9041.00,Equipment Maintenance,1.12
11-9041.00,Troubleshooting,2.0
11-9041.00,Repairing,1.0
11-9041.00,Quality Control Analysis,3.0
11-9041.00,Judgment and Decision Making,3.88
11-9041.00,Systems Analysis,3.12
11-9041.00,Systems Evaluation,3.0
11-9041.00,Time Management,3.88
11-9041.00,Management of Financial Resources,2.88
11-9041.00,Management of Material Resources,2.88
11-9041.00,Management of Personnel Resources,3.25
11-9041.01,Reading Comprehension,3.62
11-9041.01,Active Listening,3.5
11-9041.01,Writing,3.62
11-9041.01,Speaking,3.62
11-9041.01,Mathematics,3.12
11-9041.01,Science,3.12
11-9041.01,Critical Thinking,3.62
11-9041.01,Active Learning,3.25
11-9041.01,Learning Strategies,2.88
11-9041.01,Monitoring,3.25
11-9041.01,Social Perceptiveness,2.88
11-9041.01,Coordination,3.25
11-9041.01,Persuasion,3.0
11-9041.01,Negotiation,2.88
11-9041.01,Instructing,3.0
11-9041.01,Service Orientation,2.88
11-9041.01,Complex Problem Solving,3.62
11-9041.01,Operations Analysis,2.38
11-9041.01,Technology Design,2.12
11-9041.01,Equipment Selection,2.25
11-9041.01,Installation,1.12
11-9041.01,Programming,2.0
11-9041.01,Operations Monitoring,3.0
11-9041.01,Operation and Control,2.25
11-9041.01,Equipment Maintenance,1.75
11-9041.01,Troubleshooting,2.0
11-9041.01,Repairing,1.75
11-9041.01,Quality Control Analysis,3.12
11-9041.01,Judgment and Decision Making,3.62
11-9041.01,Systems Analysis,3.62
11-9041.01,Systems Evaluation,3.5
11-9041.01,Time Management,3.25
11-9041.01,Management of Financial Resources,2.0
11-9041.01,Management of Material Resources,2.0
11-9041.01,Management of Personnel Resources,3.12
11-9051.00,Reading Comprehension,3.75
11-9051.00,Active Listening,3.88
11-9051.00,Writing,3.0
11-9051.00,Speaking,3.88
11-9051.00,Mathematics,2.88
11-9051.00,Science,1.62
11-9051.00,Critical Thinking,3.62
11-9051.00,Active Learning,3.12
11-9051.00,Learning Strategies,3.12
11-9051.00,Monitoring,3.88
11-9051.00,Social Perceptiveness,3.62
11-9051.00,Coordination,3.88
11-9051.00,Persuasion,3.0
11-9051.00,Negotiation,3.12
11-9051.00,Instructing,3.12
11-9051.00,Service Orientation,3.75
11-9051.00,Complex Problem Solving,3.0
11-9051.00,Operations Analysis,2.5
11-9051.00,Technology Design,1.25
11-9051.00,Equipment Selection,1.75
11-9051.00,Installation,1.0
11-9051.00,Programming,1.5
11-9051.00,Operations Monitoring,2.62
11-9051.00,Operation and Control,2.0
11-9051.00,Equipment Maintenance,1.88
11-9051.00,Troubleshooting,2.0
11-9051.00,Repairing,1.75
11-9051.00,Quality Control Analysis,2.88
11-9051.00,Judgment and Decision Making,3.12
11-9051.00,Systems Analysis,3.0
11-9051.00,Systems Evaluation,3.0
11-9051.00,Time Management,3.5
11-9051.00,Management of Financial Resources,3.0
11-9051.00,Management of Material Resources,3.0
11-9051.00,Management of Personnel Resources,3.88
11-9071.00,Reading Comprehension,3.5
11-9071.00,Active Listening,3.75
11-9071.00,Writing,3.62
11-9071.00,Speaking,3.88
11-9071.00,Mathematics,3.12
11-9071.00,Science,1.62
11-9071.00,Critical Thinking,4.0
11-9071.00,Active Learning,3.5
11-9071.00,Learning Strategies,3.25
11-9071.00,Monitoring,3.88
11-9071.00,Social Perceptiveness,3.75
11-9071.00,Coordination,3.75
11-9071.00,Persuasion,3.5
11-9071.00,Negotiation,3.25
11-9071.00,Instructing,3.5
11-9071.00,Service Orientation,3.75
11-9071.00,Complex Problem Solving,3.75
11-9071.00,Operations Analysis,2.0
11-9071.00,Technology Design,1.5
11-9071.00,Equipment Selection,1.0
11-9071.00,Installation,1.0
11-9071.00,Programming,1.75
11-9071.00,Operations Monitoring,2.12
11-9071.00,Operation and Control,1.38
11-9071.00,Equipment Maintenance,1.0
11-9071.00,Troubleshooting,1.75
11-9071.00,Repairing,1.0
11-9071.00,Quality Control Analysis,2.62
11-9071.00,Judgment and Decision Making,3.75
11-9071.00,Systems Analysis,3.12
11-9071.00,Systems Evaluation,3.12
11-9071.00,Time Management,3.75
11-9071.00,Management of Financial Resources,2.62
11-9071.00,Management of Material Resources,2.75
11-9071.00,Management of Personnel Resources,4.0
11-9072.00,Reading Comprehension,3.75
11-9072.00,Active Listening,3.88
11-9072.00,Writing,3.62
11-9072.00,Speaking,3.88
11-9072.00,Mathematics,2.38
11-9072.00,Science,1.25
11-9072.00,Critical Thinking,3.75
11-9072.00,Active Learning,3.38
11-9072.00,Learning Strategies,3.12
11-9072.00,Monitoring,3.5
11-9072.00,Social Perceptiveness,3.75
11-9072.00,Coordination,3.75
11-9072.00,Persuasion,3.12
11-9072.00,Negotiation,3.12
11-9072.00,Instructing,3.5
11-9072.00,Service Orientation,3.75
11-9072.00,Complex Problem Solving,3.25
11-9072.00,Operations Analysis,1.88
11-9072.00,Technology Design,1.38
11-9072.00,Equipment Selection,1.0
11-9072.00,Installation,1.0
11-9072.00,Programming,1.25
11-9072.00,Operations Monitoring,2.12
11-9072.00,Operation and Control,1.62
11-9072.00,Equipment Maintenance,1.0
11-9072.00,Troubleshooting,1.5
11-9072.00,Repairing,1.0
11-9072.00,Quality Control Analysis,2.0
11-9072.00,Judgment and Decision Making,3.62
11-9072.00,Systems Analysis,2.75
11-9072.00,Systems Evaluation,3.12
11-9072.00,Time Management,3.5
11-9072.00,Management of Financial Resources,2.88
11-9072.00,Management of Material Resources,2.75
11-9072.00,Management of Personnel Resources,3.12
11-9081.00,Reading Comprehension,3.88
11-9081.00,Active Listening,4.12
11-9081.00,Writing,3.88
11-9081.00,Speaking,4.0
11-9081.00,Mathematics,2.62
11-9081.00,Science,1.0
11-9081.00,Critical Thinking,3.75
11-9081.00,Active Learning,3.75
11-9081.00,Learning Strategies,3.38
11-9081.00,Monitoring,3.75
11-9081.00,Social Perceptiveness,4.0
11-9081.00,Coordination,3.88
11-9081.00,Persuasion,3.75
11-9081.00,Negotiation,3.88
11-9081.00,Instructing,3.75
11-9081.00,Service Orientation,4.12
11-9081.00,Complex Problem Solving,3.75
11-9081.00,Operations Analysis,1.75
11-9081.00,Technology Design,1.88
11-9081.00,Equipment Selection,1.38
11-9081.00,Installation,1.0
11-9081.00,Programming,1.62
11-9081.00,Operations Monitoring,2.38
11-9081.00,Operation and Control,2.12
11-9081.00,Equipment Maintenance,1.38
11-9081.00,Troubleshooting,1.88
11-9081.00,Repairing,1.38
11-9081.00,Quality Control Analysis,2.62
11-9081.00,Judgment and Decision Making,3.75
11-9081.00,Systems Analysis,3.12
11-9081.00,Systems Evaluation,3.38
11-9081.00,Time Management,3.75
11-9081.00,Management of Financial Resources,2.88
11-9081.00,Management of Material Resources,3.0
11-9081.00,Management of Personnel Resources,4.0
11-9111.00,Reading Comprehension,4.0
11-9111.00,Active Listening,4.0
11-9111.00,Writing,4.0
11-9111.00,Speaking,4.12
11-9111.00,Mathematics,2.75
11-9111.00,Science,2.5
11-9111.00,Critical Thinking,4.12
11-9111.00,Active Learning,3.88
11-9111.00,Learning Strategies,3.25
11-9111.00,Monitoring,4.0
11-9111.00,Social Perceptiveness,4.0
11-9111.00,Coordination,3.88
11-9111.00,Persuasion,3.88
11-9111.00,Negotiation,3.88
11-9111.00,Instructing,3.88
11-9111.00,Service Orientation,3.75
11-9111.00,Complex Problem Solving,4.0
11-9111.00,Operations Analysis,3.62
11-9111.00,Technology Design,2.0
11-9111.00,Equipment Selection,1.0
11-9111.00,Installation,1.0
11-9111.00,Programming,2.0
11-9111.00,Operations Monitoring,2.0
11-9111.00,Operation and Control,1.0
11-9111.00,Equipment Maintenance,1.0
11-9111.00,Troubleshooting,1.62
11-9111.00,Repairing,1.0
11-9111.00,Quality Control Analysis,2.12
11-9111.00,Judgment and Decision Making,4.0
11-9111.00,Systems Analysis,3.62
11-9111.00,Systems Evaluation,3.75
11-9111.00,Time Management,4.0
11-9111.00,Management of Financial Resources,3.25
11-9111.00,Management of Material Resources,3.25
